timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,wing_angleL,wing_angleR,roof_angleL,roof_angleR
17:45:13.305328,-0.0019140625000000008,-0.004511718750000001,0.001787109374999929,-0.05496183206106764,-0.024503816793892963,0.17076335877862595,0,0,0,0
17:45:13.315676,0.004189453124999999,-0.00036132812500000097,0.003496093749999929,0.04427480916030646,-0.04740458015267157,0.26236641221374046,0,0,0,0
17:45:13.326504,0.0012597656249999992,-0.005976562500000001,-0.001386718750000071,0.09007633587786401,-0.01687022900763341,0.19366412213740458,0,0,0,0
17:45:13.337216,0.0007714843749999992,0.002324218749999999,-0.003828125000000071,0.08244274809160412,-0.0016030534351143544,2.1936641221374042,0,0,0,0
17:45:13.347368,-0.004599609375000001,-0.000849609375000001,0.001054687499999929,0.029007633587787574,-0.04740458015267157,0.20893129770992366,0,0,0,0
17:45:13.358366,0.006874999999999999,0.005742187499999999,0.001787109374999929,-0.032061068702288864,-0.06267175572519068,0.31580152671755723,0,0,0,0
17:45:13.368662,3.906249999999917e-05,0.003300781249999999,-0.001386718750000071,-0.032061068702288864,0.06709923664122153,-1.6078625954198473,0,0,0,0
17:45:13.379076,0.0005273437499999992,-0.001337890625000001,-0.001142578125000071,0.051908396946565905,0.19687022900763376,0.23946564885496183,0,0,0,0
17:45:13.389396,0.002236328124999999,0.002568359374999999,-0.001142578125000071,0.1053435114503829,0.036564885496183364,0.19366412213740458,0,0,0,0
17:45:13.399599,0.0015039062499999992,0.006474609374999999,-0.003339843750000071,0.051908396946565905,-0.01687022900763341,0.18603053435114503,0,0,0,0
17:45:13.409850,-0.0006933593750000008,-0.003535156250000001,-0.001386718750000071,-0.07022900763358653,-0.03213740458015252,0.05625954198473282,0,0,0,0
17:45:13.420143,-0.002646484375000001,-0.00011718750000000097,-0.006025390625000071,-0.12366412213740352,0.02893129770992381,0.2165648854961832,0,0,0,0
17:45:13.430419,-0.00020507812500000083,-0.00036132812500000097,0.0008105468749999289,0.11297709923664234,0.02893129770992381,0.24709923664122135,0,0,0,0
17:45:13.440678,0.0005273437499999992,-0.000605468750000001,-0.001875000000000071,0.03664122137404702,-0.01687022900763341,0.14022900763358778,0,0,0,0
17:45:13.450987,0.0007714843749999992,-0.002314453125000001,-0.005781250000000071,-0.08549618320610586,0.02893129770992381,0.14786259541984734,0,0,0,0
17:45:13.461251,0.005410156249999999,-0.002802734375000001,-0.005781250000000071,0.02137404580152813,-0.009236641221373854,0.2165648854961832,0,0,0,0
17:45:13.471504,-0.00044921875000000083,-0.002314453125000001,-0.002119140625000071,-0.21526717557251773,-0.01687022900763341,0.18603053435114503,0,0,0,0
17:45:13.481769,0.0012597656249999992,-0.002558593750000001,0.002031249999999929,0.17404580152671878,-0.08557251908396929,0.18603053435114503,0,0,0,0
17:45:13.492031,3.906249999999917e-05,0.00037109374999999903,0.005693359374999929,-0.04732824427480775,0.0060305343511452,0.2547328244274809,0,0,0,0
17:45:13.502302,-0.003623046875000001,-0.001093750000000001,-0.009687500000000071,0.22748091603053577,0.242671755725191,0.09442748091603054,0,0,0,0
17:45:13.512610,0.0015039062499999992,0.001591796874999999,-0.003583984375000071,-0.03969465648854831,0.21213740458015284,0.14022900763358778,0,0,0,0
17:45:13.522808,-0.00044921875000000083,-0.001337890625000001,-0.002607421875000071,0.07480916030534468,-0.15427480916030517,0.11732824427480915,0,0,0,0
17:45:13.533093,0.001992187499999999,-0.002070312500000001,0.002031249999999929,-0.11603053435114363,0.1129007633587788,0.1783969465648855,0,0,0,0
17:45:13.543389,-0.0016699218750000008,-0.001093750000000001,-0.003095703125000071,-0.05496183206106764,-0.06267175572519068,0.24709923664122135,0,0,0,0
17:45:13.553585,3.906249999999917e-05,0.003056640624999999,-0.007978515625000071,-0.18473282442747951,0.013664122137404755,2.224198473282443,0,0,0,0
17:45:13.563849,0.002480468749999999,-0.003535156250000001,-0.001386718750000071,0.11297709923664234,-0.1008396946564884,0.20893129770992366,0,0,0,0
17:45:13.574183,0.00028320312499999917,0.003300781249999999,0.001542968749999929,-0.032061068702288864,-0.03213740458015252,0.14022900763358778,0,0,0,0
17:45:13.584453,0.002480468749999999,-0.003046875000000001,-0.004072265625000071,-0.016793893129769977,-0.09320610687022884,0.2929007633587786,0,0,0,0
17:45:13.594740,0.004189453124999999,0.001103515624999999,-0.005537109375000071,-0.06259541984732708,0.0060305343511452,2.170763358778626,0,0,0,0
17:45:13.604934,0.001992187499999999,-0.002314453125000001,0.004228515624999929,0.07480916030534468,-0.04740458015267157,0.14022900763358778,0,0,0,0
17:45:13.615224,-0.005332031250000001,-0.003779296875000001,0.002275390624999929,-0.0931297709923653,0.02893129770992381,0.3081679389312977,0,0,0,0
17:45:13.625481,0.002724609374999999,-0.001093750000000001,0.004716796874999929,0.04427480916030646,0.2045038167938933,0.2318320610687023,0,0,0,0
17:45:13.635758,0.003457031249999999,0.002568359374999999,-0.009931640625000071,0.19694656488549755,0.013664122137404755,0.14022900763358778,0,0,0,0
17:45:13.646017,-0.002890625000000001,-0.001826171875000001,0.00032226562499992895,-0.1389312977099224,-0.009236641221373854,0.14786259541984734,0,0,0,0
17:45:13.656272,0.002968749999999999,0.00012695312499999903,-0.002119140625000071,0.14351145038168056,-0.055038167938931126,0.23946564885496183,0,0,0,0
17:45:13.666589,0.005654296874999999,-0.001337890625000001,-0.00041015625000007105,0.013740458015268242,0.02129770992366431,0.07152671755725193,0,0,0,0
17:45:13.676875,0.003945312499999999,0.001591796874999999,0.003007812499999929,-0.016793893129769977,-0.03977099236641207,0.27,0,0,0,0
17:45:13.687179,-0.003867187500000001,-0.003535156250000001,0.002519531249999929,0.1587786259541999,0.1129007633587788,0.17076335877862595,0,0,0,0
17:45:13.697511,0.0007714843749999992,0.001591796874999999,-0.002607421875000071,0.14351145038168056,0.036564885496183364,0.22419847328244275,0,0,0,0
17:45:13.707793,0.002724609374999999,-0.002314453125000001,-0.001386718750000071,-0.032061068702288864,0.0060305343511452,0.23946564885496183,0,0,0,0
17:45:13.718082,0.0005273437499999992,-0.001826171875000001,-0.001875000000000071,0.16641221374045934,0.10526717557251924,0.20893129770992366,0,0,0,0
17:45:13.728336,-0.0011816406250000008,0.001591796874999999,-0.008222656250000071,-0.13129770992366296,-0.01687022900763341,0.28526717557251907,0,0,0,0
17:45:13.738598,-0.009970703125,-0.000605468750000001,-0.003095703125000071,0.11297709923664234,0.02129770992366431,-0.03534351145038167,0,0,0,0
17:45:13.748860,-0.0009375000000000008,-0.00011718750000000097,-0.001630859375000071,0.051908396946565905,0.02893129770992381,2.2470992366412217,0,0,0,0
17:45:13.759136,0.0010156249999999992,-0.003291015625000001,0.001787109374999929,0.006106870229008798,-0.06267175572519068,0.13259541984732823,0,0,0,0
17:45:13.769393,0.008095703125,-0.001337890625000001,-0.006025390625000071,-0.22290076335877762,-0.0016030534351143544,-1.6078625954198473,0,0,0,0
17:45:13.779644,-0.003378906250000001,0.000859374999999999,0.009599609374999929,0.04427480916030646,0.02893129770992381,0.22419847328244275,0,0,0,0
17:45:13.789911,-0.004599609375000001,0.006230468749999999,0.002031249999999929,-0.07786259541984597,-0.07030534351145024,0.16312977099236642,0,0,0,0
17:45:13.800169,-0.003623046875000001,-0.003535156250000001,-0.003583984375000071,0.17404580152671878,0.04419847328244292,0.14786259541984734,0,0,0,0
17:45:13.810423,0.0005273437499999992,-0.001337890625000001,-0.005537109375000071,-0.10076335877862475,0.15870229007633604,0.04099236641221371,0,0,0,0
17:45:13.820743,0.0015039062499999992,0.001347656249999999,-0.0008984375000000711,0.02137404580152813,0.09000000000000019,0.11732824427480915,0,0,0,0
17:45:13.831094,0.004433593749999999,0.001591796874999999,0.005205078124999929,0.04427480916030646,0.1358015267175574,0.11732824427480915,0,0,0,0
17:45:13.841876,0.0010156249999999992,0.001591796874999999,0.006181640624999929,0.013740458015268242,-0.1008396946564884,-0.012442748091603062,0,0,0,0
17:45:13.852537,-0.00020507812500000083,-0.000849609375000001,0.004472656249999929,-0.21526717557251773,-0.009236641221373854,0.07152671755725193,0,0,0,0
17:45:13.862992,0.00028320312499999917,-0.002314453125000001,-0.002851562500000071,-0.0015267175572506453,0.02129770992366431,2.2089312977099236,0,0,0,0
17:45:13.873221,0.0012597656249999992,-0.00036132812500000097,-0.005048828125000071,-0.032061068702288864,0.09000000000000019,0.20129770992366414,0,0,0,0
17:45:13.883574,-0.005087890625000001,-0.002802734375000001,0.0005664062499999289,-0.17709923664122007,-0.08557251908396929,0.2547328244274809,0,0,0,0
17:45:13.893890,-0.0014257812500000008,-0.000849609375000001,-0.002607421875000071,0.12061068702290179,0.1129007633587788,0.3845038167938931,0,0,0,0
17:45:13.904190,0.001992187499999999,0.001591796874999999,0.002275390624999929,-0.21526717557251773,-0.03977099236641207,0.24709923664122135,0,0,0,0
17:45:13.914461,0.002968749999999999,-0.00036132812500000097,0.004228515624999929,-0.10839694656488419,-0.07030534351145024,0.025725190839694656,0,0,0,0
17:45:13.924749,0.001992187499999999,0.001835937499999999,-0.003339843750000071,-0.08549618320610586,-0.055038167938931126,0.2547328244274809,0,0,0,0
17:45:13.935027,-0.003378906250000001,0.001347656249999999,-0.001142578125000071,0.09007633587786401,0.02893129770992381,0.27,0,0,0,0
17:45:13.945328,-0.00044921875000000083,0.005253906249999999,-0.005781250000000071,0.013740458015268242,0.09000000000000019,0.27,0,0,0,0
17:45:13.955662,-0.003867187500000001,-0.002802734375000001,-0.007734375000000071,0.12824427480916167,0.0060305343511452,0.16312977099236642,0,0,0,0
17:45:13.966007,0.006142578124999999,-0.001826171875000001,-0.006269531250000071,-0.14656488549618185,-0.01687022900763341,0.18603053435114503,0,0,0,0
17:45:13.976268,-0.005576171875000001,0.002812499999999999,0.001787109374999929,0.051908396946565905,-0.09320610687022884,0.10206106870229006,0,0,0,0
17:45:13.986605,-0.00044921875000000083,0.00037109374999999903,-0.001875000000000071,-0.13129770992366296,-0.12374045801526701,0.10206106870229006,0,0,0,0
17:45:13.996829,0.0017480468749999992,-0.004023437500000001,-0.007001953125000071,0.13587786259542112,0.12816793893129788,0.15549618320610686,0,0,0,0
17:45:14.007161,0.0007714843749999992,0.001591796874999999,0.001542968749999929,-0.06259541984732708,0.07473282442748108,0.14786259541984734,0,0,0,0
17:45:14.017493,-0.00044921875000000083,0.003789062499999999,-0.001386718750000071,-0.10839694656488419,0.036564885496183364,0.2929007633587786,0,0,0,0
17:45:14.027701,3.906249999999917e-05,0.001103515624999999,0.006181640624999929,-0.2381679389312965,-0.04740458015267157,0.0180916030534351,0,0,0,0
17:45:14.038031,0.0015039062499999992,0.001103515624999999,-0.001875000000000071,-0.009160305343510089,0.12053435114503833,0.19366412213740458,0,0,0,0
17:45:14.048249,0.0005273437499999992,-0.001093750000000001,-0.002119140625000071,-0.009160305343510089,0.1510687022900765,0.26236641221374046,0,0,0,0
17:45:14.058519,0.003212890624999999,-0.003046875000000001,-0.001386718750000071,0.1053435114503829,-0.04740458015267157,0.22419847328244275,0,0,0,0
17:45:14.068835,-0.0009375000000000008,-0.004755859375000001,-0.005537109375000071,-0.06259541984732708,0.08236641221374064,0.24709923664122135,0,0,0,0
17:45:14.079049,-0.0016699218750000008,0.00037109374999999903,-0.002851562500000071,0.029007633587787574,-0.01687022900763341,0.0028244274809160475,0,0,0,0
17:45:14.089336,-0.005087890625000001,0.003056640624999999,-0.0008984375000000711,0.18931297709923767,0.09763358778625972,0.08679389312977098,0,0,0,0
17:45:14.099625,-0.00044921875000000083,0.001347656249999999,-0.0006542968750000711,0.1053435114503829,0.1129007633587788,0.1783969465648855,0,0,0,0
17:45:14.109931,0.001992187499999999,-0.00011718750000000097,0.003251953124999929,0.12824427480916167,0.05183206106870247,0.10206106870229006,0,0,0,0
17:45:14.120198,0.004921874999999999,0.004033203124999999,-0.001630859375000071,-0.03969465648854831,0.1892366412213742,0.09442748091603054,0,0,0,0
17:45:14.130495,-0.002890625000000001,-0.005488281250000001,0.002519531249999929,-0.12366412213740352,0.05946564885496197,-1.577328244274809,0,0,0,0
17:45:14.140773,0.002968749999999999,0.001347656249999999,0.005205078124999929,-0.016793893129769977,-0.06267175572519068,0.23946564885496183,0,0,0,0
17:45:14.151066,3.906249999999917e-05,0.002080078124999999,-0.006757812500000071,0.16641221374045934,0.09000000000000019,2.1325954198473283,0,0,0,0
17:45:14.161351,0.0017480468749999992,-0.003046875000000001,-0.006025390625000071,-0.03969465648854831,-0.15427480916030517,0.10206106870229006,0,0,0,0
17:45:14.171682,0.002480468749999999,0.005498046874999999,0.00032226562499992895,0.09007633587786401,-0.024503816793892963,0.20893129770992366,0,0,0,0
17:45:14.181955,0.001992187499999999,-0.003291015625000001,-0.008466796875000071,-0.2687022900763347,0.09000000000000019,0.14786259541984734,0,0,0,0
17:45:14.192264,0.003457031249999999,0.000859374999999999,0.004960937499999929,0.11297709923664234,0.05946564885496197,0.07152671755725193,0,0,0,0
17:45:14.202538,-0.0006933593750000008,0.002080078124999999,-0.003095703125000071,-0.032061068702288864,-0.1008396946564884,0.20893129770992366,0,0,0,0
17:45:14.212826,0.0012597656249999992,-0.003291015625000001,-0.010908203125000071,0.06717557251908524,-0.14664122137404562,-1.516259541984733,0,0,0,0
17:45:14.223090,-0.0009375000000000008,-0.001582031250000001,-0.0006542968750000711,0.051908396946565905,0.05183206106870247,0.048625954198473265,0,0,0,0
17:45:14.233373,-0.005820312500000001,0.005986328124999999,-0.007734375000000071,0.08244274809160412,-0.055038167938931126,0.3845038167938931,0,0,0,0
17:45:14.243632,-0.005576171875000001,0.00037109374999999903,-0.003583984375000071,-0.08549618320610586,0.05946564885496197,0.17076335877862595,0,0,0,0
17:45:14.253962,0.003212890624999999,0.006962890624999999,-0.004316406250000071,0.006106870229008798,0.02893129770992381,2.2547328244274807,0,0,0,0
17:45:14.264175,0.003457031249999999,0.003789062499999999,0.00032226562499992895,-0.07022900763358653,0.14343511450381696,-1.5544274809160306,0,0,0,0
17:45:14.274423,0.003701171874999999,0.000859374999999999,0.007890624999999929,0.05954198473282579,0.07473282442748108,0.28526717557251907,0,0,0,0
17:45:14.284724,0.0005273437499999992,0.00037109374999999903,-0.001875000000000071,0.02137404580152813,0.08236641221374064,0.11732824427480915,0,0,0,0
17:45:14.295002,-0.002646484375000001,0.002080078124999999,0.004716796874999929,-0.07786259541984597,0.09000000000000019,0.20129770992366414,0,0,0,0
17:45:14.305311,3.906249999999917e-05,-0.003046875000000001,-0.006269531250000071,0.06717557251908524,0.1663358778625956,0.03335877862595421,0,0,0,0
17:45:14.315551,-0.0014257812500000008,0.004277343749999999,0.007890624999999929,-0.009160305343510089,-0.13900763358778612,0.16312977099236642,0,0,0,0
17:45:14.325865,-0.005576171875000001,-0.001826171875000001,0.009111328124999929,0.13587786259542112,-0.024503816793892963,0.09442748091603054,0,0,0,0
